Game_Date,Game_Time,Name,Team,Opp,Proj_PTS,Proj_REB,Proj_AST,Total_PRA,Actual_PTS,Actual_REB,Actual_AST,Actual_PRA
2026-02-07,3:00 pm ET,Nolan Traore,Nets,Wizards,0.0,0.0,0.0,0.0,15.0,3.0,4.0,22.0
2026-02-07,3:00 pm ET,Egor Demin,Nets,Wizards,0.0,0.0,0.0,0.0,4.0,2.0,2.0,8.0
2026-02-07,3:00 pm ET,Liam McNeeley,Nets,Wizards,0.0,0.0,0.0,0.0,,,,
2026-02-07,3:00 pm ET,Ben Saraf,Nets,Wizards,0.0,0.0,0.0,0.0,10.0,4.0,4.0,18.0
2026-02-07,3:00 pm ET,Drake Powell,Nets,Wizards,0.0,0.0,0.0,0.0,5.0,2.0,2.0,9.0
2026-02-07,3:30 pm ET,Shai Gilgeous-Alexander,Thunder,Rockets,29.52,4.64,6.86,41.02,,,,
2026-02-07,3:30 pm ET,Alperen Sengun,Rockets,Thunder,20.78,9.42,5.43,35.63,17.0,12.0,11.0,40.0
2026-02-07,3:30 pm ET,Kevin Durant,Rockets,Thunder,24.09,4.74,4.42,33.25,20.0,1.0,4.0,25.0
2026-02-07,3:30 pm ET,Amen Thompson,Rockets,Thunder,13.96,6.63,6.42,27.01,0.0,0.0,0.0,0.0
2026-02-07,3:30 pm ET,Jalen Williams,Thunder,Rockets,15.69,3.77,5.4,24.85,,,,
2026-02-07,3:30 pm ET,Jabari Smith Jr.,Rockets,Thunder,14.05,5.93,2.33,22.31,22.0,10.0,0.0,32.0
2026-02-07,3:30 pm ET,Ajay Mitchell,Thunder,Rockets,13.74,3.59,3.43,20.76,0.0,0.0,0.0,0.0
2026-02-07,3:30 pm ET,Kenrich Williams,Thunder,Rockets,10.52,5.01,2.24,17.77,3.0,2.0,1.0,6.0
2026-02-07,3:30 pm ET,Jaylin Williams,Thunder,Rockets,8.59,5.86,2.84,17.29,6.0,3.0,1.0,10.0
2026-02-07,3:30 pm ET,Reed Sheppard,Rockets,Thunder,12.21,2.66,2.2,17.06,16.0,3.0,6.0,25.0
2026-02-07,3:30 pm ET,Cason Wallace,Thunder,Rockets,11.48,3.41,2.13,17.02,23.0,4.0,4.0,31.0
2026-02-07,3:30 pm ET,Isaiah Joe,Thunder,Rockets,10.5,2.77,1.83,15.1,21.0,3.0,2.0,26.0
2026-02-07,3:30 pm ET,Clint Capela,Rockets,Thunder,5.5,5.49,0.89,11.88,0.0,1.0,1.0,2.0
2026-02-07,3:30 pm ET,Josh Okogie,Rockets,Thunder,5.62,3.35,0.91,9.87,0.0,2.0,0.0,2.0
2026-02-07,3:30 pm ET,Branden Carlson,Thunder,Rockets,4.35,3.08,0.57,8.0,,,,
2026-02-07,3:30 pm ET,Dorian Finney-Smith,Rockets,Thunder,4.33,2.15,0.84,7.31,3.0,0.0,1.0,4.0
2026-02-07,3:30 pm ET,Steven Adams,Rockets,Thunder,0.0,0.0,0.0,0.0,,,,
2026-02-07,3:30 pm ET,Aaron Holiday,Rockets,Thunder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-07,3:30 pm ET,Jae'Sean Tate,Rockets,Thunder,0.0,0.0,0.0,0.0,,,,
2026-02-07,3:30 pm ET,Tari Eason,Rockets,Thunder,0.0,0.0,0.0,0.0,26.0,8.0,1.0,35.0
2026-02-07,3:30 pm ET,JD Davison,Rockets,Thunder,0.0,0.0,0.0,0.0,8.0,4.0,1.0,13.0
2026-02-07,3:30 pm ET,Isaiah Crawford,Rockets,Thunder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-07,3:30 pm ET,Alex Caruso,Thunder,Rockets,0.0,0.0,0.0,0.0,8.0,2.0,1.0,11.0
2026-02-07,3:30 pm ET,Isaiah Hartenstein,Thunder,Rockets,0.0,0.0,0.0,0.0,4.0,8.0,11.0,23.0
2026-02-07,3:30 pm ET,Luguentz Dort,Thunder,Rockets,0.0,0.0,0.0,0.0,2.0,2.0,3.0,7.0
2026-02-07,3:30 pm ET,Aaron Wiggins,Thunder,Rockets,0.0,0.0,0.0,0.0,17.0,2.0,1.0,20.0
2026-02-07,3:30 pm ET,Chet Holmgren,Thunder,Rockets,0.0,0.0,0.0,0.0,17.0,14.0,0.0,31.0
2026-02-07,3:30 pm ET,Ousmane Dieng,Thunder,Rockets,0.0,0.0,0.0,0.0,,,,
2026-02-07,3:30 pm ET,Malevy Leons,Thunder,Rockets,0.0,0.0,0.0,0.0,,,,
2026-02-07,3:30 pm ET,Chris Youngblood,Thunder,Rockets,0.0,0.0,0.0,0.0,,,,
2026-02-07,3:30 pm ET,Brooks Barnhizer,Thunder,Rockets,0.0,0.0,0.0,0.0,,,,
2026-02-07,6:00 pm ET,Cooper Flagg,Mavericks,Spurs,28.02,7.16,3.95,39.12,14.0,4.0,4.0,22.0
2026-02-07,6:00 pm ET,Victor Wembanyama,Spurs,Mavericks,21.38,11.15,2.53,35.06,16.0,11.0,1.0,28.0
2026-02-07,6:00 pm ET,Anthony Davis,Mavericks,Spurs,20.52,10.77,2.42,33.71,,,,
2026-02-07,6:00 pm ET,Naji Marshall,Mavericks,Spurs,19.32,7.31,3.86,30.48,6.0,3.0,5.0,14.0
2026-02-07,6:00 pm ET,De'Aaron Fox,Spurs,Mavericks,15.76,3.69,7.0,26.44,15.0,2.0,5.0,22.0
2026-02-07,6:00 pm ET,Max Christie,Mavericks,Spurs,16.33,3.76,2.76,22.84,17.0,3.0,3.0,23.0
2026-02-07,6:00 pm ET,Keldon Johnson,Spurs,Mavericks,14.52,4.67,2.37,21.57,8.0,4.0,0.0,12.0
2026-02-07,6:00 pm ET,Stephon Castle,Spurs,Mavericks,11.3,3.99,5.4,20.69,40.0,12.0,12.0,64.0
2026-02-07,6:00 pm ET,Dylan Harper,Spurs,Mavericks,11.61,3.84,3.26,18.7,11.0,4.0,5.0,20.0
2026-02-07,6:00 pm ET,Julian Champagnie,Spurs,Mavericks,11.38,5.06,1.59,18.03,5.0,2.0,0.0,7.0
2026-02-07,6:00 pm ET,Devin Vassell,Spurs,Mavericks,12.03,3.39,1.94,17.35,17.0,4.0,6.0,27.0
2026-02-07,6:00 pm ET,Caleb Martin,Mavericks,Spurs,8.07,5.41,3.06,16.55,11.0,5.0,2.0,18.0
2026-02-07,6:00 pm ET,Luke Kornet,Spurs,Mavericks,5.81,6.42,1.54,13.77,6.0,4.0,3.0,13.0
2026-02-07,6:00 pm ET,Harrison Barnes,Spurs,Mavericks,8.87,3.13,1.65,13.65,9.0,1.0,1.0,11.0
2026-02-07,6:00 pm ET,Moussa Cisse,Mavericks,Spurs,4.85,6.55,0.62,12.02,,,,
2026-02-07,6:00 pm ET,Ryan Nembhard,Mavericks,Spurs,5.25,1.8,3.44,10.49,,,,
2026-02-07,6:00 pm ET,Dwight Powell,Mavericks,Spurs,3.9,5.49,0.94,10.33,1.0,1.0,0.0,2.0
2026-02-07,6:00 pm ET,Klay Thompson,Mavericks,Spurs,0.0,0.0,0.0,0.0,19.0,1.0,2.0,22.0
2026-02-07,6:00 pm ET,D'Angelo Russell,Mavericks,Spurs,0.0,0.0,0.0,0.0,,,,
2026-02-07,6:00 pm ET,P.J. Washington,Mavericks,Spurs,0.0,0.0,0.0,0.0,10.0,5.0,3.0,18.0
2026-02-07,6:00 pm ET,Daniel Gafford,Mavericks,Spurs,0.0,0.0,0.0,0.0,9.0,4.0,2.0,15.0
2026-02-07,6:00 pm ET,Brandon Williams,Mavericks,Spurs,0.0,0.0,0.0,0.0,18.0,3.0,4.0,25.0
2026-02-07,6:00 pm ET,Jeremiah Robinson-Earl,Mavericks,Spurs,0.0,0.0,0.0,0.0,,,,
2026-02-07,6:00 pm ET,Jaden Hardy,Mavericks,Spurs,0.0,0.0,0.0,0.0,,,,
2026-02-07,6:00 pm ET,Miles Kelly,Mavericks,Spurs,0.0,0.0,0.0,0.0,,,,
2026-02-07,6:00 pm ET,Kelly Olynyk,Spurs,Mavericks,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0
2026-02-07,6:00 pm ET,Lindy Waters III,Spurs,Mavericks,0.0,0.0,0.0,0.0,,,,
2026-02-07,6:00 pm ET,Micah Potter,Spurs,Mavericks,0.0,0.0,0.0,0.0,,,,
2026-02-07,6:00 pm ET,Carter Bryant,Spurs,Mavericks,0.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0
2026-02-07,7:00 pm ET,Paolo Banchero,Magic,Jazz,22.06,7.95,4.63,34.65,23.0,7.0,8.0,38.0
2026-02-07,7:00 pm ET,Isaiah Collier,Jazz,Magic,15.73,3.8,7.6,27.14,20.0,2.0,10.0,32.0
2026-02-07,7:00 pm ET,Jalen Suggs,Magic,Jazz,14.33,4.38,6.03,24.74,12.0,7.0,6.0,25.0
2026-02-07,7:00 pm ET,Desmond Bane,Magic,Jazz,17.73,3.5,3.07,24.3,22.0,3.0,2.0,27.0
2026-02-07,7:00 pm ET,Franz Wagner,Magic,Jazz,16.78,4.83,2.53,24.14,,,,
2026-02-07,7:00 pm ET,Anthony Black,Magic,Jazz,16.11,3.71,4.16,23.98,21.0,3.0,4.0,28.0
2026-02-07,7:00 pm ET,Ace Bailey,Jazz,Magic,16.05,4.77,2.25,23.08,10.0,3.0,3.0,16.0
2026-02-07,7:00 pm ET,Kyle Filipowski,Jazz,Magic,11.4,8.32,2.59,22.31,9.0,5.0,0.0,14.0
2026-02-07,7:00 pm ET,Brice Sensabaugh,Jazz,Magic,16.38,3.58,2.21,22.17,4.0,3.0,2.0,9.0
2026-02-07,7:00 pm ET,Wendell Carter Jr.,Magic,Jazz,10.57,5.3,1.88,17.75,8.0,6.0,1.0,15.0
2026-02-07,7:00 pm ET,Cody Williams,Jazz,Magic,9.68,3.54,1.54,14.75,0.0,2.0,0.0,2.0
2026-02-07,7:00 pm ET,Tristan da Silva,Magic,Jazz,7.36,2.45,1.47,11.29,8.0,2.0,2.0,12.0
2026-02-07,7:00 pm ET,Walter Clayton Jr.,Jazz,Magic,6.72,1.85,2.6,11.16,,,,
2026-02-07,7:00 pm ET,Noah Penda,Magic,Jazz,5.7,3.14,1.22,10.06,6.0,2.0,0.0,8.0
2026-02-07,7:00 pm ET,Kevin Love,Jazz,Magic,0.0,0.0,0.0,0.0,13.0,6.0,0.0,19.0
2026-02-07,7:00 pm ET,Kyle Anderson,Jazz,Magic,0.0,0.0,0.0,0.0,,,,
2026-02-07,7:00 pm ET,Jusuf Nurkic,Jazz,Magic,0.0,0.0,0.0,0.0,3.0,14.0,6.0,23.0
2026-02-07,7:00 pm ET,Lauri Markkanen,Jazz,Magic,0.0,0.0,0.0,0.0,27.0,7.0,1.0,35.0
2026-02-07,7:00 pm ET,Svi Mykhailiuk,Jazz,Magic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-07,7:00 pm ET,Taylor Hendricks,Jazz,Magic,0.0,0.0,0.0,0.0,,,,
2026-02-07,7:00 pm ET,Keyonte George,Jazz,Magic,0.0,0.0,0.0,0.0,5.0,1.0,1.0,7.0
2026-02-07,7:00 pm ET,Tyus Jones,Magic,Jazz,0.0,0.0,0.0,0.0,,,,
2026-02-07,7:00 pm ET,Jonathan Isaac,Magic,Jazz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-07,7:00 pm ET,Moritz Wagner,Magic,Jazz,0.0,0.0,0.0,0.0,13.0,8.0,0.0,21.0
2026-02-07,7:00 pm ET,Goga Bitadze,Magic,Jazz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-07,7:00 pm ET,Jett Howard,Magic,Jazz,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0
2026-02-07,7:00 pm ET,Jase Richardson,Magic,Jazz,0.0,0.0,0.0,0.0,5.0,0.0,2.0,7.0
2026-02-07,7:30 pm ET,Brandon Miller,Hornets,Hawks,21.92,5.76,3.05,30.73,16.0,6.0,4.0,26.0
2026-02-07,7:30 pm ET,LaMelo Ball,Hornets,Hawks,19.29,3.73,7.05,30.08,19.0,1.0,9.0,29.0
2026-02-07,7:30 pm ET,Nickeil Alexander-Walker,Hawks,Hornets,19.53,3.44,4.28,27.25,13.0,2.0,10.0,25.0
2026-02-07,7:30 pm ET,Kon Knueppel,Hornets,Hawks,16.61,5.94,3.74,26.29,23.0,8.0,4.0,35.0
2026-02-07,7:30 pm ET,CJ McCollum,Hawks,Hornets,18.45,3.9,3.4,25.75,12.0,1.0,3.0,16.0
2026-02-07,7:30 pm ET,Jock Landale,Hawks,Hornets,14.11,7.58,1.94,23.64,5.0,0.0,1.0,6.0
2026-02-07,7:30 pm ET,Miles Bridges,Hornets,Hawks,15.08,4.76,3.1,22.94,26.0,6.0,5.0,37.0
2026-02-07,7:30 pm ET,Dyson Daniels,Hawks,Hornets,10.54,5.27,5.9,21.71,11.0,6.0,3.0,20.0
2026-02-07,7:30 pm ET,Moussa Diabate,Hornets,Hawks,9.45,9.1,1.83,20.38,11.0,15.0,2.0,28.0
2026-02-07,7:30 pm ET,Corey Kispert,Hawks,Hornets,11.61,2.72,1.96,16.28,8.0,2.0,2.0,12.0
2026-02-07,7:30 pm ET,Collin Sexton,Hornets,Hawks,9.43,1.73,2.3,13.46,,,,
2026-02-07,7:30 pm ET,Ryan Kalkbrenner,Hornets,Hawks,6.36,5.07,0.69,12.12,6.0,5.0,0.0,11.0
2026-02-07,7:30 pm ET,Luke Kennard,Hawks,Hornets,7.57,3.08,1.3,11.96,,,,
2026-02-07,7:30 pm ET,Mouhamed Gueye,Hawks,Hornets,6.66,3.76,1.21,11.63,0.0,0.0,0.0,0.0
2026-02-07,7:30 pm ET,Grant Williams,Hornets,Hawks,6.33,3.94,1.12,11.39,11.0,3.0,1.0,15.0
2026-02-07,7:30 pm ET,Sion James,Hornets,Hawks,4.61,3.52,1.11,9.23,3.0,3.0,4.0,10.0
2026-02-07,7:30 pm ET,Josh Green,Hornets,Hawks,4.31,2.23,0.94,7.48,8.0,1.0,0.0,9.0
2026-02-07,7:30 pm ET,Pat Connaughton,Hornets,Hawks,0.0,0.0,0.0,0.0,,,,
2026-02-07,7:30 pm ET,Coby White,Hornets,Hawks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-07,7:30 pm ET,Tre Mann,Hornets,Hawks,0.0,0.0,0.0,0.0,3.0,1.0,2.0,6.0
2026-02-07,7:30 pm ET,PJ Hall,Hornets,Hawks,0.0,0.0,0.0,0.0,,,,
2026-02-07,7:30 pm ET,Antonio Reeves,Hornets,Hawks,0.0,0.0,0.0,0.0,,,,
2026-02-07,7:30 pm ET,Tidjane Salaun,Hornets,Hawks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-07,7:30 pm ET,Liam McNeeley,Hornets,Hawks,0.0,0.0,0.0,0.0,,,,
2026-02-07,7:30 pm ET,Kristaps Porzingis,Hawks,Hornets,0.0,0.0,0.0,0.0,,,,
2026-02-07,7:30 pm ET,Charles Bassey,Hawks,Hornets,0.0,0.0,0.0,0.0,,,,
2026-02-07,7:30 pm ET,Onyeka Okongwu,Hawks,Hornets,0.0,0.0,0.0,0.0,16.0,6.0,2.0,24.0
2026-02-07,7:30 pm ET,Vit Krejci,Hawks,Hornets,0.0,0.0,0.0,0.0,,,,
2026-02-07,7:30 pm ET,Jalen Johnson,Hawks,Hornets,0.0,0.0,0.0,0.0,31.0,9.0,8.0,48.0
2026-02-07,7:30 pm ET,Christian Koloko,Hawks,Hornets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-07,7:30 pm ET,Duop Reath,Hawks,Hornets,0.0,0.0,0.0,0.0,,,,
2026-02-07,7:30 pm ET,Zaccharie Risacher,Hawks,Hornets,0.0,0.0,0.0,0.0,18.0,3.0,0.0,21.0
2026-02-07,7:30 pm ET,Asa Newell,Hawks,Hornets,0.0,0.0,0.0,0.0,5.0,1.0,1.0,7.0
2026-02-07,8:00 pm ET,Nikola Jokic,Nuggets,Bulls,26.54,10.91,10.03,47.48,22.0,14.0,17.0,53.0
2026-02-07,8:00 pm ET,Nikola Vucevic,Bulls,Nuggets,18.12,7.96,4.2,30.28,,,,
2026-02-07,8:00 pm ET,Peyton Watson,Nuggets,Bulls,18.79,4.29,2.67,25.75,0.0,0.0,0.0,0.0
2026-02-07,8:00 pm ET,Ayo Dosunmu,Bulls,Nuggets,17.5,4.4,3.72,25.62,,,,
2026-02-07,8:00 pm ET,Matas Buzelis,Bulls,Nuggets,15.01,5.64,2.84,23.49,21.0,8.0,3.0,32.0
2026-02-07,8:00 pm ET,Jalen Smith,Bulls,Nuggets,11.9,7.91,1.44,21.25,,,,
2026-02-07,8:00 pm ET,Jonas Valanciunas,Nuggets,Bulls,10.83,8.02,1.85,20.7,10.0,4.0,1.0,15.0
2026-02-07,8:00 pm ET,Tim Hardaway Jr.,Nuggets,Bulls,13.22,4.1,1.94,19.26,23.0,3.0,1.0,27.0
2026-02-07,8:00 pm ET,Bruce Brown,Nuggets,Bulls,10.43,3.72,1.9,16.06,10.0,3.0,4.0,17.0
2026-02-07,8:00 pm ET,Patrick Williams,Bulls,Nuggets,10.73,3.66,1.67,16.05,8.0,2.0,2.0,12.0
2026-02-07,8:00 pm ET,Isaac Okoro,Bulls,Nuggets,10.25,2.89,1.63,14.77,13.0,2.0,3.0,18.0
2026-02-07,8:00 pm ET,Jaden Ivey,Bulls,Nuggets,8.32,2.44,1.56,12.32,10.0,6.0,3.0,19.0
2026-02-07,8:00 pm ET,Spencer Jones,Nuggets,Bulls,6.29,3.26,0.82,10.37,,,,
2026-02-07,8:00 pm ET,Aaron Gordon,Nuggets,Bulls,0.0,0.0,0.0,0.0,,,,
2026-02-07,8:00 pm ET,Jamal Murray,Nuggets,Bulls,0.0,0.0,0.0,0.0,28.0,3.0,11.0,42.0
2026-02-07,8:00 pm ET,Jalen Pickett,Nuggets,Bulls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-07,8:00 pm ET,Zeke Nnaji,Nuggets,Bulls,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2026-02-07,8:00 pm ET,Julian Strawther,Nuggets,Bulls,0.0,0.0,0.0,0.0,19.0,5.0,0.0,24.0
2026-02-07,8:00 pm ET,Christian Braun,Nuggets,Bulls,0.0,0.0,0.0,0.0,10.0,4.0,2.0,16.0
2026-02-07,8:00 pm ET,DaRon Holmes II,Nuggets,Bulls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-07,8:00 pm ET,Hunter Tyson,Nuggets,Bulls,0.0,0.0,0.0,0.0,,,,
2026-02-07,8:00 pm ET,Curtis Jones,Nuggets,Bulls,0.0,0.0,0.0,0.0,,,,
2026-02-07,8:00 pm ET,Guerschon Yabusele,Bulls,Nuggets,0.0,0.0,0.0,0.0,12.0,2.0,0.0,14.0
2026-02-07,8:00 pm ET,Zach Collins,Bulls,Nuggets,0.0,0.0,0.0,0.0,,,,
2026-02-07,8:00 pm ET,Jevon Carter,Bulls,Nuggets,0.0,0.0,0.0,0.0,,,,
2026-02-07,8:00 pm ET,Kevin Huerter,Bulls,Nuggets,0.0,0.0,0.0,0.0,,,,
2026-02-07,8:00 pm ET,Anfernee Simons,Bulls,Nuggets,0.0,0.0,0.0,0.0,15.0,4.0,6.0,25.0
2026-02-07,8:00 pm ET,Coby White,Bulls,Nuggets,0.0,0.0,0.0,0.0,,,,
2026-02-07,8:00 pm ET,Tre Jones,Bulls,Nuggets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-07,8:00 pm ET,Josh Giddey,Bulls,Nuggets,0.0,0.0,0.0,0.0,,,,
2026-02-07,8:00 pm ET,Dalen Terry,Bulls,Nuggets,0.0,0.0,0.0,0.0,,,,
2026-02-07,8:00 pm ET,Julian Phillips,Bulls,Nuggets,0.0,0.0,0.0,0.0,,,,
2026-02-07,8:00 pm ET,Lachlan Olbrich,Bulls,Nuggets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-07,8:30 pm ET,Luka Doncic,Lakers,Warriors,29.52,7.08,7.26,43.86,,,,
2026-02-07,8:30 pm ET,LeBron James,Lakers,Warriors,19.0,5.29,6.09,30.38,20.0,7.0,10.0,37.0
2026-02-07,8:30 pm ET,Stephen Curry,Warriors,Lakers,21.08,2.95,5.2,29.24,,,,
2026-02-07,8:30 pm ET,De'Anthony Melton,Warriors,Lakers,14.87,3.61,3.16,21.64,5.0,0.0,1.0,6.0
